は S9 助詞-係助詞 O
３ S5 名詞-数 O
平方メートル T1-10 名詞-接尾-助数詞 O
。 S2 記号-句点 O

リンク M10 名詞-サ変接続 O
は S9 助詞-係助詞 O
１ S5 名詞-数 O
周 S1 名詞-一般 O
４ S5 名詞-数 O
メートル M10 名詞-一般 O
で S9 助動詞 O
、 S2 記号-読点 O
コース M10 名詞-一般 O
幅 S1 名詞-一般 O
は S9 助詞-係助詞 O
１ S5 名詞-数 O
メートル M10 名詞-一般 O
。 S2 記号-句点 O

８ S5 名詞-数 O
基 S1 名詞-一般 O
の S9 助詞-連体化 O
照明 M1 名詞-サ変接続 O
灯 S1 名詞-一般 O
が S9 助詞-格助詞-一般 O
あり M9 動詞-自立 O
、 S2 記号-読点 O
ナイター M10 名詞-一般 O
開催 M1 名詞-サ変接続 O
も S9 助詞-係助詞 O
可能 M1 名詞-形容動詞語幹 O
。 S2 記号-句点 O

北海道 M1 名詞-固有名詞-地域-一般 B-LOCATION
など M9 助詞-副助詞 O
に S9 助詞-格助詞-一般 O
比べ T1-9 動詞-自立 O
暖かい T1-9 形容詞-自立 O
松本 M1 名詞-固有名詞-地域-一般 B-LOCATION
市 S1 名詞-一般 I-LOCATION
の S9 助詞-連体化 O
気候 M1 名詞-一般 O
の S9 助詞-連体化 O
ため M9 名詞-非自立-副詞可能 O
、 S2 記号-読点 O
リンク M10 名詞-サ変接続 O
の S9 助詞-連体化 O
氷質 M1 名詞-一般 O
は S9 助詞-係助詞 O
軟らかく T1-9 形容詞-自立 O
、 S2 記号-読点 O
国内 M1 名詞-一般 O
でも M9 助詞-副助詞 O
有数 M1 名詞-一般 O
の S9 助詞-連体化 O
ハイスピード M10 名詞-一般 O
リンク M10 名詞-サ変接続 O
として M9 助詞-格助詞-連語 O
知 S1 名詞-一般 O
られ M9 動詞-接尾 O
毎年 M1 名詞-副詞可能 O
、 S2 記号-読点 O
浅間 M1 名詞-固有名詞-地域-一般 B-LOCATION
選抜 M1 名詞-サ変接続 O
大会 M1 名詞-一般 O
では M9 接続詞 O
好 S1 接頭詞-名詞接続 O
記録 M1 名詞-サ変接続 O
が S9 助詞-格助詞-一般 O
生まれる T1-9 動詞-自立 O
。 S2 記号-句点 O

約 S1 接頭詞-数接続 O
４ S5 名詞-数 O
キロ M10 名詞-一般 O
離れ T1-9 動詞-自立 O
て S9 助詞-接続助詞 O
浅間 M1 名詞-固有名詞-地域-一般 B-LOCATION
温泉郷 M1 名詞-一般 O
が S9 助詞-格助詞-一般 O
ある M9 動詞-自立 O
。 S2 記号-句点 O

周囲 M1 名詞-一般 O
に S9 助詞-格助詞-一般 O
ホテル M10 名詞-一般 O
など M9 助詞-副助詞 O
が S9 助詞-格助詞-一般 O
少ない T1-9 形容詞-自立 O
こと M9 名詞-非自立-一般 O
も S9 助詞-係助詞 O
あっ M9 感動詞 O
て S9 助詞-接続助詞 O
、 S2 記号-読点 O
競技 M1 名詞-サ変接続 O
会 S1 名詞-一般 O
が S9 助詞-格助詞-一般 O
ある M9 動詞-自立 O
と S9 助詞-格助詞-引用 O
選手 M1 名詞-一般 O
たち M9 名詞-接尾-一般 O
は S9 助詞-係助詞 O
温泉 M1 名詞-一般 O
旅館 M1 名詞-一般 O
に S9 助詞-格助詞-一般 O
泊まる T1-9 動詞-自立 O
こと M9 名詞-非自立-一般 O
が S9 助詞-格助詞-一般 O
多い T1-9 形容詞-自立 O
。 S2 記号-句点 O

　 S13 記号-空白 O
◇ S2 記号-一般 O
ところ M9 名詞-非自立-副詞可能 O
　 S13 記号-空白 O
長野 M1 名詞-固有名詞-地域-一般 B-LOCATION
県 S1 名詞-一般 I-LOCATION
松本 M1 名詞-固有名詞-地域-一般 I-LOCATION
市 S1 名詞-一般 I-LOCATION
三才山 T6-1 名詞-固有名詞-地域-一般 I-LOCATION
１８３０ M5 名詞-数 O

　 S13 記号-空白 O
◇ S2 記号-一般 O
あ S9 フィラー O
　 S13 記号-空白 O
し S9 動詞-自立 O
　 S13 記号-空白 O
ＪＲ M7 名詞-固有名詞-組織 B-LOCATION
松本 M1 名詞-固有名詞-地域-一般 I-LOCATION
駅 S1 名詞-一般 I-LOCATION
から M9 助詞-格助詞-一般 O
車 S1 名詞-一般 O
で S9 助動詞 O
３ S5 名詞-数 O
分 S1 動詞-自立 O

　 S13 記号-空白 O
◇ S2 記号-一般 O
でんわ M9 名詞-一般 O
　 S13 記号-空白 O
０２６３ M5 名詞-数 O
・ S2 記号-一般 O
４ S5 名詞-数 O
・ S2 記号-一般 O
０ S5 名詞-数 O

米州 M1 名詞-固有名詞-地域-一般 B-LOCATION
サミット M10 名詞-一般 O
閉幕 M1 名詞-サ変接続 O
　 S13 記号-空白 O
市場 M1 名詞-一般 O
統合 M1 名詞-サ変接続 O
、 S2 記号-読点 O
域内 M1 名詞-一般 O
経済 M1 名詞-一般 O
力 S1 名詞-一般 O
の S9 助詞-連体化 O
格差 M1 名詞-一般 O
が S9 助詞-格助詞-一般 O
壁 S1 名詞-一般 O

　 S13 記号-空白 O
【 S2 記号-括弧開 O
マイアミ M10 名詞-固有名詞-地域-一般 B-LOCATION
１ S5 名詞-数 O
日 S1 名詞-一般 O
潮田 M1 名詞-固有名詞-人名-姓 B-PERSON
道夫 M1 名詞-固有名詞-人名-名 I-PERSON
】 S2 記号-括弧閉 O
米州首脳会議 M1 名詞-固有名詞-組織 B-ORGANIZATION
で S9 助動詞 O
十一日 T6-1 名詞-固有名詞-地域-一般 B-LOCATION
合意 M1 名詞-サ変接続 O
され M9 動詞-自立 O
た S9 助動詞 O
ＦＴＡＡ M7 名詞-固有名詞-組織 B-ORGANIZATION
設立 M1 名詞-サ変接続 O
の S9 助詞-連体化 O
合意 M1 名詞-サ変接続 O
は S9 助詞-係助詞 O
、 S2 記号-読点 O
その M9 連体詞 O
実現 M1 名詞-サ変接続 O
について M9 助詞-格助詞-連語 O
予断 M1 名詞-サ変接続 O
を S9 助詞-格助詞-一般 O
許さ T1-9 動詞-自立 O
ない M9 形容詞-自立 O
ものの M9 助詞-接続助詞 O
、 S2 記号-読点 O
中南米 M1 名詞-固有名詞-地域-一般 B-LOCATION
地域 M1 名詞-一般 O
の S9 助詞-連体化 O
市場 M1 名詞-一般 O
自由 M1 名詞-形容動詞語幹 O
化 S1 名詞-接尾-サ変接続 O
の S9 助詞-連体化 O
流れ T1-9 名詞-一般 O
を S9 助詞-格助詞-一般 O
確固たる T1-9 連体詞 O
もの M9 名詞-非自立-一般 O
にし M9 名詞-一般 O
た S9 助動詞 O
。 S2 記号-句点 O

同時に T1-9 副詞-一般 O
、 S2 記号-読点 O
太平洋 M1 名詞-固有名詞-地域-一般 B-LOCATION
対岸 M1 名詞-一般 O
の S9 助詞-連体化 O
アジア M10 名詞-固有名詞-地域-一般 B-LOCATION
地域 M1 名詞-一般 O
の S9 助詞-連体化 O
市場 M1 名詞-一般 O
統合 M1 名詞-サ変接続 O
に S9 助詞-格助詞-一般 O
も S9 助詞-係助詞 O
、 S2 記号-読点 O
大きな T1-9 連体詞 O
刺激 M1 名詞-サ変接続 O
となり M9 名詞-一般 O
そうだ M9 名詞-サ変接続 O
。 S2 記号-句点 O

　 S13 記号-空白 O
だが M9 接続詞 O
、 S2 記号-読点 O
中南米 M1 名詞-固有名詞-地域-一般 B-LOCATION
諸国 M1 名詞-一般 O
が S9 助詞-格助詞-一般 O
望 S1 名詞-一般 O
んで M9 助詞-接続助詞 O
いた M9 形容詞-自立 O
北米 M1 名詞-固有名詞-地域-一般 B-OPTIONAL
自由 M1 名詞-形容動詞語幹 I-OPTIONAL
貿易 M1 名詞-サ変接続 I-OPTIONAL
協定 M1 名詞-サ変接続 I-OPTIONAL
（ S2 記号-括弧開 O
ＮＡＦＴＡ M7 名詞-固有名詞-組織 B-ORGANIZATION
） S2 記号-括弧閉 O
の S9 助詞-連体化 O
拡大 M1 名詞-サ変接続 O
は S9 助詞-係助詞 O
、 S2 記号-読点 O
当面 M1 名詞-副詞可能 O
、 S2 記号-読点 O
南米 M1 名詞-固有名詞-地域-一般 B-LOCATION
の S9 助詞-連体化 O
経済 M1 名詞-一般 O
優等生 M1 名詞-一般 O
チリ M10 名詞-固有名詞-地域-国 B-LOCATION
一 S6 名詞-数 O
カ国 T10-1 名詞-接尾-助数詞 O
に S9 助詞-格助詞-一般 O
限定 M1 名詞-サ変接続 O
され M9 動詞-自立 O
、 S2 記号-読点 O
同 S1 接頭詞-名詞接続 O
問題 M1 名詞-ナイ形容詞語幹 O
をめぐる M9 助詞-格助詞-連語 O
米国 M1 名詞-固有名詞-地域-国 B-LOCATION
、 S2 記号-読点 O
カナダ M10 名詞-固有名詞-地域-国 B-LOCATION
、 S2 記号-読点 O
メキシコ M10 名詞-固有名詞-地域-国 B-LOCATION
と S9 助詞-格助詞-引用 O
の S9 助詞-連体化 O
交渉 M1 名詞-サ変接続 O
終了 M1 名詞-サ変接続 O
年限 M1 名詞-一般 O
さえ M9 助詞-係助詞 O
設定 M1 名詞-サ変接続 O
でき M9 動詞-自立 O
なかっ M9 形容詞-自立 O
た S9 助動詞 O
。 S2 記号-句点 O

マクラーレン M10 名詞-固有名詞-組織 B-ORGANIZATION
・ S2 記号-一般 O
カナダ M10 名詞-固有名詞-地域-国 B-LOCATION
貿易 M1 名詞-サ変接続 B-ORGANIZATION
相 S1 接頭詞-動詞接続 O
は S9 助詞-係助詞 O
記者 M1 名詞-一般 O
団 S1 名詞-一般 O
に S9 助詞-格助詞-一般 O
、 S2 記号-読点 O
「 S2 記号-括弧開 O
来年 M1 名詞-副詞可能 B-DATE
中 S1 名詞-非自立-副詞可能 O
の S9 助詞-連体化 O
終了 M1 名詞-サ変接続 O
」 S2 記号-括弧閉 O
が S9 助詞-格助詞-一般 O
念頭 M1 名詞-一般 O
に S9 助詞-格助詞-一般 O
ある M9 動詞-自立 O
こと M9 名詞-非自立-一般 O
を S9 助詞-格助詞-一般 O
明らか T1-9 名詞-形容動詞語幹 O
にし M9 名詞-一般 O
た S9 助動詞 O
が S9 助詞-格助詞-一般 O
、 S2 記号-読点 O
米 S1 名詞-固有名詞-地域-国 B-LOCATION
議会 M1 名詞-一般 B-ORGANIZATION
の S9 助詞-連体化 O
支持 M1 名詞-サ変接続 O
が S9 助詞-格助詞-一般 O
明確 M1 名詞-形容動詞語幹 O
で S9 助動詞 O
ない M9 形容詞-自立 O
段階 M1 名詞-一般 O
では M9 接続詞 O
、 S2 記号-読点 O
期待 M1 名詞-サ変接続 O
値 S1 名詞-一般 O
を S9 助詞-格助詞-一般 O
高め T1-9 名詞-一般 O
すぎる M9 動詞-非自立 O
よう M9 名詞-非自立-助動詞語幹 O
な S9 助詞-終助詞 O
危険 M1 名詞-形容動詞語幹 O
を S9 助詞-格助詞-一般 O
冒せ T1-9 動詞-自立 O
なかっ M9 形容詞-自立 O
た S9 助動詞 O
。 S2 記号-句点 O

　 S13 記号-空白 O
市場 M1 名詞-一般 O
統合 M1 名詞-サ変接続 O
問題 M1 名詞-ナイ形容詞語幹 O
では M9 接続詞 O
今後 M1 名詞-副詞可能 O
、 S2 記号-読点 O
「 S2 記号-括弧開 O
とてつもない M9 形容詞-自立 O
作業 M1 名詞-サ変接続 O
」 S2 記号-括弧閉 O
（ S2 記号-括弧開 O
クリントン M10 名詞-固有名詞-人名-姓 B-PERSON
米 S1 名詞-固有名詞-地域-国 B-LOCATION
大統領 M1 名詞-一般 O
） S2 記号-括弧閉 O
が S9 助詞-格助詞-一般 O
必要 M1 名詞-形容動詞語幹 O
だ S9 助動詞 O
。 S2 記号-句点 O

域内 M1 名詞-一般 O
各国 M1 名詞-一般 O
の S9 助詞-連体化 O
経済 M1 名詞-一般 O
力 S1 名詞-一般 O
と S9 助詞-格助詞-引用 O
発展 M1 名詞-サ変接続 O
段階 M1 名詞-一般 O
は S9 助詞-係助詞 O
、 S2 記号-読点 O
アジア M10 名詞-固有名詞-地域-一般 B-LOCATION
同様 M1 名詞-形容動詞語幹 O
格差 M1 名詞-一般 O
が S9 助詞-格助詞-一般 O
あり M9 動詞-自立 O
、 S2 記号-読点 O
数多く T1-9 形容詞-自立 O
の S9 助詞-連体化 O
例外 M1 名詞-一般 O
、 S2 記号-読点 O
優遇 M1 名詞-サ変接続 O
措置 M1 名詞-サ変接続 O
なし M9 形容詞-自立 O
に S9 助詞-格助詞-一般 O
は S9 助詞-係助詞 O
「 S2 記号-括弧開 O
統合 M1 名詞-サ変接続 O
」 S2 記号-括弧閉 O
は S9 助詞-係助詞 O
成立 M1 名詞-サ変接続 O
しない M9 名詞-一般 O
。 S2 記号-句点 O

明らか T1-9 名詞-形容動詞語幹 O
に S9 助詞-格助詞-一般 O
ＮＡＦＴＡ M7 名詞-固有名詞-組織 B-ORGANIZATION
が S9 助詞-格助詞-一般 O
モデル M10 名詞-一般 O
だが M9 接続詞 O
、 S2 記号-読点 O
実現 M1 名詞-サ変接続 O
に S9 助詞-格助詞-一般 O
は S9 助詞-係助詞 O
多く T1-9 名詞-副詞可能 O
の S9 助詞-連体化 O
困難 M1 名詞-形容動詞語幹 O
が S9 助詞-格助詞-一般 O
予想 M1 名詞-サ変接続 O
さ S9 助詞-終助詞 O
れる M9 動詞-接尾 O
。 S2 記号-句点 O

　 S13 記号-空白 O
しかし M9 接続詞 O
、 S2 記号-読点 O
今回 M1 名詞-副詞可能 O
の S9 助詞-連体化 O
合意 M1 名詞-サ変接続 O
で S9 助動詞 O
中南米 M1 名詞-固有名詞-地域-一般 B-LOCATION
諸国 M1 名詞-一般 O
は S9 助詞-係助詞 O
今後 M1 名詞-副詞可能 O
、 S2 記号-読点 O
競っ T1-9 動詞-自立 O
て S9 助詞-接続助詞 O
一段と T1-9 副詞-一般 O
市場 M1 名詞-一般 O
自由 M1 名詞-形容動詞語幹 O
化 S1 名詞-接尾-サ変接続 O
を S9 助詞-格助詞-一般 O
進める T1-9 動詞-自立 O
ことに M9 副詞-一般 O
なろ M9 動詞-自立 O
う S9 感動詞 O
。 S2 記号-句点 O

アジア M10 名詞-固有名詞-地域-一般 B-LOCATION
に S9 助詞-格助詞-一般 O
次ぐ T1-9 動詞-自立 O
経済 M1 名詞-一般 O
成長 M1 名詞-サ変接続 O
を S9 助詞-格助詞-一般 O
遂げ T1-9 動詞-自立 O
つつ M9 助詞-接続助詞 O
ある M9 動詞-自立 O
中南米 M1 名詞-固有名詞-地域-一般 B-LOCATION
を S9 助詞-格助詞-一般 O
、 S2 記号-読点 O
米国 M1 名詞-固有名詞-地域-国 B-LOCATION
が S9 助詞-格助詞-一般 O
「 S2 記号-括弧開 O
囲い込み T1-9 名詞-一般 O
」 S2 記号-括弧閉 O
を S9 助詞-格助詞-一般 O
図り T1-9 動詞-自立 O
つつ M9 助詞-接続助詞 O
ある M9 動詞-自立 O
と S9 助詞-格助詞-引用 O
の S9 助詞-連体化 O
印象 M1 名詞-一般 O
は S9 助詞-係助詞 O
免れ T1-9 動詞-自立 O
ず S9 助動詞 O
、 S2 記号-読点 O
域 S1 名詞-一般 O
外国 M1 名詞-一般 O
も S9 助詞-係助詞 O
無 S1 接頭詞-名詞接続 O
関心 M1 名詞-一般 O
で S9 助動詞 O
はい M9 感動詞 O
られ M9 動詞-接尾 O
ない M9 形容詞-自立 O
動き T1-9 名詞-一般 O
で S9 助動詞 O
ある M9 動詞-自立 O
。 S2 記号-句点 O

＜ S2 記号-括弧開 O
インフォメーション M10 名詞-一般 O
＞ S2 記号-括弧閉 O
特筆 M1 名詞-サ変接続 O
の S9 助詞-連体化 O
アバンギャルド M10 名詞-一般 O

　 S13 記号-空白 O
もう M9 副詞-一般 O
、 S2 記号-読点 O
さすが M9 副詞-一般 O
に S9 助詞-格助詞-一般 O
７ S5 名詞-数 O
年代 M1 名詞-一般 O
大物 M1 名詞-一般 O
は S9 助詞-係助詞 O
残っ T1-9 動詞-自立 O
て S9 助詞-接続助詞 O
ない M9 形容詞-自立 O
だろ M9 助動詞 O
う S9 感動詞 O
、 S2 記号-読点 O
と S9 助詞-格助詞-引用 O
思っ T1-9 動詞-自立 O
てい M9 名詞-一般 O
たら M9 助動詞 O
、 S2 記号-読点 O
ブライアン M10 名詞-固有名詞-一般 O
・ S2 記号-一般 O
フェリー M10 名詞-一般 O
＝ S2 記号-一般 O
写真 M1 名詞-一般 O
＝ S2 記号-一般 O
が S9 助詞-格助詞-一般 O
来る T1-9 動詞-自立 O
。 S2 記号-句点 O

アバンギャルド M10 名詞-一般 O
な S9 助詞-終助詞 O
ロック M10 名詞-サ変接続 O
を S9 助詞-格助詞-一般 O
聞かせ T1-9 動詞-自立 O
て S9 助詞-接続助詞 O
くれ M9 動詞-自立 O
た S9 助動詞 O
バンド M10 名詞-一般 O
、 S2 記号-読点 O
ロ S10 名詞-固有名詞-組織 O
キシ M10 名詞-固有名詞-一般 O
ー・ミュージックのリーダーからソロを T10-9 名詞-一般 O
続け T1-9 動詞-自立 O
ていた M9 形容詞-自立 O
が S9 助詞-格助詞-一般 O
、 S2 記号-読点 O
来日 M1 名詞-サ変接続 O
は S9 助詞-係助詞 O
今度 M1 名詞-副詞可能 O
で S9 助動詞 O
３ S5 名詞-数 O
回 S1 動詞-自立 O
目 S1 名詞-一般 O
、 S2 記号-読点 O
７ S5 名詞-数 O
年 S1 名詞-一般 O
ぶり M9 名詞-一般 O
。 S2 記号-句点 O

最新 M1 名詞-一般 O
作 S1 動詞-自立 O
「 S2 記号-括弧開 O
マムーナ M10 名詞-固有名詞-一般 B-ARTIFACT
」 S2 記号-括弧閉 O
では M9 接続詞 O
、 S2 記号-読点 O
仲 S1 名詞-一般 O
が S9 助詞-格助詞-一般 O
悪い T1-9 形容詞-自立 O
と S9 助詞-格助詞-引用 O
され M9 動詞-自立 O
た S9 助動詞 O
ブライアン M10 名詞-固有名詞-一般 B-PERSON
・ S2 記号-一般 I-PERSON
イーノ M10 名詞-固有名詞-人名-姓 I-PERSON
も S9 助詞-係助詞 O
ジョイント M10 名詞-サ変接続 O
し S9 動詞-自立 O
て S9 助詞-接続助詞 O
、 S2 記号-読点 O
４ S5 名詞-数 O
歳 S1 名詞-一般 O
にし M9 名詞-一般 O
て S9 助詞-接続助詞 O
角 S1 形容詞-自立 O
が S9 助詞-格助詞-一般 O
とれ M9 動詞-自立 O
てき M9 動詞-非自立 O
たかな M9 動詞-自立 O
、 S2 記号-読点 O
とも M9 助詞-副助詞 O
思わせ T1-9 動詞-自立 O
た S9 助動詞 O
が S9 助詞-格助詞-一般 O
、 S2 記号-読点 O
この M9 連体詞 O
陶芸 M1 名詞-一般 O
の S9 助詞-連体化 O
先生 M1 名詞-一般 O
は S9 助詞-係助詞 O
捕らえ T1-9 動詞-自立 O
どころ M9 名詞-非自立-一般 O
の S9 助詞-連体化 O
ない M9 形容詞-自立 O
奥深 M1 形容詞-自立 O
さと M9 形容詞-自立 O
奇妙 M1 名詞-形容動詞語幹 O
な S9 助詞-終助詞 O
内的 M1 名詞-形容動詞語幹 O
イメージ M10 名詞-サ変接続 O
を S9 助詞-格助詞-一般 O
持ち T1-9 動詞-自立 O
続け T1-9 動詞-自立 O
て S9 助詞-接続助詞 O
いる M9 動詞-非自立 O
。 S2 記号-句点 O

バック M10 名詞-サ変接続 O
・ S2 記号-一般 O
バンド M10 名詞-一般 O
が S9 助詞-格助詞-一般 O
決まっ T1-9 動詞-自立 O
てい M9 名詞-一般 O
ない M9 形容詞-自立 O
の S9 助詞-連体化 O
が S9 助詞-格助詞-一般 O
残念 M1 名詞-形容動詞語幹 O
。 S2 記号-句点 O

　 S13 記号-空白 O
同じ T1-9 連体詞 O
英国 M1 名詞-固有名詞-地域-国 B-LOCATION
でも M9 助詞-副助詞 O
ガラッ M10 副詞-助詞類接続 O
と S9 助詞-格助詞-引用 O
毛色 M1 名詞-一般 O
が S9 助詞-格助詞-一般 O
違う T1-9 動詞-自立 O
ジャミロクワイ M10 名詞-固有名詞-人名-一般 B-PERSON
。 S2 記号-句点 O

でも M9 助詞-副助詞 O
、 S2 記号-読点 O
ホール M10 名詞-一般 O
より M9 副詞-一般 O
、 S2 記号-読点 O
ダンスホール M10 名詞-一般 O
の S9 助詞-連体化 O
方 S1 名詞-非自立-一般 O
が S9 助詞-格助詞-一般 O
お似合い T1-9 名詞-一般 O
の S9 助詞-連体化 O
サウンド M10 名詞-一般 O
なの M9 動詞-自立 O
だが M9 接続詞 O
、 S2 記号-読点 O
大物 M1 名詞-一般 O
に S9 助詞-格助詞-一般 O
なっ M9 動詞-自立 O
ちゃっ M9 動詞-自立 O
たか M9 形容詞-自立 O
。 S2 記号-句点 O

原田 M1 名詞-固有名詞-人名-姓 B-PERSON
知世 M1 名詞-固有名詞-人名-名 I-PERSON
は S9 助詞-係助詞 O
、 S2 記号-読点 O
フランス語 T10-1 名詞-一般 O
の S9 助詞-連体化 O
シングル M10 名詞-一般 O
を S9 助詞-格助詞-一般 O
出し T1-9 動詞-自立 O
た S9 助動詞 O
。 S2 記号-句点 O

ちょっと M9 副詞-助詞類接続 O
クレモンティーヌ M10 名詞-固有名詞-人名-一般 O
風 S1 名詞-一般 O
。 S2 記号-句点 O

山崎 M1 名詞-固有名詞-人名-姓 B-PERSON
ハコ M10 名詞-固有名詞-人名-名 I-PERSON
は S9 助詞-係助詞 O
、 S2 記号-読点 O
ジャパニーズ M10 名詞-一般 O
・ S2 記号-一般 O
ポップス M10 名詞-一般 O
の S9 助詞-連体化 O
カバー M10 名詞-サ変接続 O
集 S1 動詞-自立 O
「 S2 記号-括弧開 O
十八番 T6-1 名詞-一般 O
」 S2 記号-括弧閉 O
を S9 助詞-格助詞-一般 O
引っ下げ T1-9 動詞-自立 O
て S9 助詞-接続助詞 O
の S9 助詞-連体化 O
登場 M1 名詞-サ変接続 O
。 S2 記号-句点 O

　 S13 記号-空白 O
オン M10 名詞-サ変接続 O
では M9 接続詞 O
井上陽水 M1 名詞-固有名詞-人名-一般 B-PERSON
が S9 助詞-格助詞-一般 O
元気 M1 名詞-形容動詞語幹 O
に S9 助詞-格助詞-一般 O
全国 M1 名詞-一般 O
ツアー M10 名詞-一般 O
中 S1 名詞-非自立-副詞可能 O
。 S2 記号-句点 O

エコーベリー M10 名詞-固有名詞-一般 O
は S9 助詞-係助詞 O
女性 M1 名詞-一般 O
ボーカル M10 名詞-一般 O
を S9 助詞-格助詞-一般 O
中心 M1 名詞-一般 O
にし M9 名詞-一般 O
た S9 助動詞 O
新進 M1 名詞-一般 O
の S9 助詞-連体化 O
英国 M1 名詞-固有名詞-地域-国 B-LOCATION
バンド M10 名詞-一般 O
。 S2 記号-句点 O

ザップ M10 名詞-固有名詞-一般 O
と S9 助詞-格助詞-引用 O
ロジャー M10 名詞-固有名詞-一般 O
は S9 助詞-係助詞 O
、 S2 記号-読点 O
おちゃめ M9 名詞-形容動詞語幹 O
な S9 助詞-終助詞 O
デジタル M10 名詞-一般 O
・ S2 記号-一般 O
ファンク M10 名詞-一般 O
。 S2 記号-句点 O

（ S2 記号-括弧開 O
川 S1 名詞-一般 O
） S2 記号-括弧閉 O

［ S2 記号-括弧開 O
ヒット M10 名詞-サ変接続 O
・ S2 記号-一般 O
ナウ M10 形容詞-自立 O
］ S2 記号-括弧閉 O
スクリーン M10 名詞-一般 O
　 S13 記号-空白 O
堂々たる T2-9 連体詞 O
石井 M1 名詞-固有名詞-人名-姓 B-PERSON
竜也 M1 名詞-固有名詞-人名-名 I-PERSON
監督 M1 名詞-サ変接続 O
の S9 助詞-連体化 O
初 S1 接頭詞-名詞接続 O
作品 M1 名詞-一般 O
「 S2 記号-括弧開 O
河童 M1 名詞-一般 O
」 S2 記号-括弧閉 O

　 S13 記号-空白 O
「 S2 記号-括弧開 O
河童 M1 名詞-一般 O
」 S2 記号-括弧閉 O
＝ S2 記号-一般 O
写真 M1 名詞-一般 O
＝ S2 記号-一般 O
は S9 助詞-係助詞 O
、 S2 記号-読点 O
メジャー M10 名詞-一般 O
以外 M1 名詞-非自立-副詞可能 O
の S9 助詞-連体化 O
日本 M1 名詞-固有名詞-地域-国 B-LOCATION
映画 M1 名詞-一般 O
では M9 接続詞 O
数少ない T1-9 形容詞-自立 O
正月 M1 名詞-一般 O
映画 M1 名詞-一般 O
だ S9 助動詞 O
。 S2 記号-句点 O

監督 M1 名詞-サ変接続 O
が S9 助詞-格助詞-一般 O
米米ＣＬＵＢ T1-7 名詞-固有名詞-組織 B-ORGANIZATION
の S9 助詞-連体化 O
カールスモーキー石井 T10-1 名詞-固有名詞-人名-一般 B-PERSON
という M9 助詞-格助詞-連語 O
こと M9 名詞-非自立-一般 O
も S9 助詞-係助詞 O
大きな T1-9 連体詞 O
話題 M1 名詞-一般 O
に S9 助詞-格助詞-一般 O
なっ M9 動詞-自立 O
た S9 助動詞 O
。 S2 記号-句点 O

石井 M1 名詞-固有名詞-人名-姓 B-PERSON
竜也 M1 名詞-固有名詞-人名-名 I-PERSON
の S9 助詞-連体化 O
本名 M1 名詞-一般 O
で S9 助動詞 O
、 S2 記号-読点 O
ずっと M9 副詞-一般 O
前 S1 名詞-副詞可能 O
から M9 助詞-格助詞-一般 O
撮り T1-9 動詞-自立 O
たかっ M9 助動詞 O
た S9 助動詞 O
題材 M1 名詞-一般 O
に S9 助詞-格助詞-一般 O
取り組ん T1-9 動詞-自立 O
だ S9 助動詞 O
。 S2 記号-句点 O

第 S1 接頭詞-数接続 O
一回 T6-1 名詞-副詞可能 O
の S9 助詞-連体化 O
監督 M1 名詞-サ変接続 O
作品 M1 名詞-一般 O
と S9 助詞-格助詞-引用 O
は S9 助詞-係助詞 O
思え T1-9 動詞-自立 O
ない M9 形容詞-自立 O
堂々 T1-2 副詞-助詞類接続 O
と S9 助詞-格助詞-引用 O
した M9 名詞-一般 O
映画 M1 名詞-一般 O
に S9 助詞-格助詞-一般 O
なっ M9 動詞-自立 O
て S9 助詞-接続助詞 O
いる M9 動詞-非自立 O
。 S2 記号-句点 O

　 S13 記号-空白 O
映画 M1 名詞-一般 O
の S9 助詞-連体化 O
河童 M1 名詞-一般 O
が S9 助詞-格助詞-一般 O
エイリアン M10 名詞-一般 O
で S9 助動詞 O
、 S2 記号-読点 O
少年 M1 名詞-一般 O
と S9 助詞-格助詞-引用 O
心 S1 名詞-一般 O
を S9 助詞-格助詞-一般 O
通わす T1-9 動詞-自立 O
の S9 助詞-連体化 O
は S9 助詞-係助詞 O
「 S2 記号-括弧開 O
Ｅ・Ｔ T2-7 名詞-固有名詞-一般 O
・ S2 記号-一般 O
」 S2 記号-括弧閉 O
の S9 助詞-連体化 O
バリエーション M10 名詞-一般 O
でも M9 助詞-副助詞 O
ある M9 動詞-自立 O
。 S2 記号-句点 O

しかし M9 接続詞 O
、 S2 記号-読点 O
主人公 M1 名詞-一般 O
の S9 助詞-連体化 O
少年 M1 名詞-一般 O
が S9 助詞-格助詞-一般 O
河童 M1 名詞-一般 O
に S9 助詞-格助詞-一般 O
会っ T1-9 動詞-自立 O
た S9 助動詞 O
の S9 助詞-連体化 O
は S9 助詞-係助詞 O
、 S2 記号-読点 O
まだ M9 副詞-助詞類接続 O
日本 M1 名詞-固有名詞-地域-国 B-LOCATION
が S9 助詞-格助詞-一般 O
高度 M1 名詞-形容動詞語幹 O
成長 M1 名詞-サ変接続 O
を S9 助詞-格助詞-一般 O
遂げる T1-9 動詞-自立 O
前 S1 名詞-副詞可能 O
の S9 助詞-連体化 O
昭和 M1 名詞-固有名詞-一般 B-DATE
二十八年 T6-1 名詞-数 O
ごろ M9 名詞-接尾-副詞可能 O
で S9 助動詞 O
、 S2 記号-読点 O
村 S1 名詞-一般 O
に S9 助詞-格助詞-一般 O
は S9 助詞-係助詞 O
